source_index,report_id,indicator_id,original_status,original_value,original_unit,original_evidence_quote,original_page_no,original_block_id,final_status,final_value,final_unit,final_qualitative_text,final_evidence_quote,final_page_no,final_block_id,final_block_type,rationale,reviewer,reviewed_at
154,603660_苏州科达_2025_ESG报告,e_renewable_energy,error,394,兆瓦时,清洁能源发电量 | 兆瓦时 | - | 394,74,603660_苏州科达_2025_ESG报告:p74:b0,found,394,兆瓦时,,清洁能源发电量 $^{3}$ | 兆瓦时 | - | 394,74,603660_苏州科达_2025_ESG报告:p74:b0,table,候选块明确列示可再生能源使用量相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
155,603777_来伊份_2025_ESG报告,g_business_ethics,error,True,,公司依据法律法规及行业最佳实践，制定并实施《供应商商业道德与行为准则》，并通过《合作伙伴行为准则》等文件，将廉洁合规、反舞弊等要求纳入合作前置条件。,24,603777_来伊份_2025_ESG报告:p24:b1,found,true,,时，来伊份也将商业道德与合规经营纳入准入管理的重要内容。公司依据《中华人民共和国公司法》《反垄断法》《反不正当竞争法》等法律法规及行业最佳实践，制定并实施《供应商商业道德与行为准则》，并通过《合作伙伴行为准则》《反腐败政策》《廉洁诚信承诺书,时，来伊份也将商业道德与合规经营纳入准入管理的重要内容。公司依据《中华人民共和国公司法》《反垄断法》《反不正当竞争法》等法律法规及行业最佳实践，制定并实施《供应商商业道德与行为准则》，并通过《合作伙伴行为准则》《反腐败政策》《廉洁诚信承诺书》等文件，将廉洁合规、信息披露、反舞弊等要求纳入合作前置条件。所有合作方在签约前,24,603777_来伊份_2025_ESG报告:p24:b1,paragraph,单一候选块直接披露商业道德相关制度、机制或执行事实，足以支持布尔型 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
156,603808_歌力思_2025_ESG报告,s_employee_rights,error,,,"歌力思严格遵循《中华人民共和国劳动法》《中华人民共和国劳动合同法》及相关法律法规,建立健全员工权益保障制度体系,制定《歌力思人事管理制度》、《歌力思集团绩效管理制度》等制度体系,致力于构建公平、多元、包容的雇佣环境。",39,603808_歌力思_2025_ESG报告:p39:b11,found,,,报告披露了员工权益保障相关制度、机制或实践。,"公司尊重员工民主参与权利, 建立常态化的民主沟通制度。公司依法建立工会组织——深圳歌力思服饰股份有限公司工会委员会, 作为保障员工权益、促进和谐劳动关系的重要机制。工会通过组织召开员工座谈会、设立意见反馈渠道等方式, 搭建企业与员工之间的双向沟通平台, 及时收集并传递员工在薪酬福利、工作环境、职业发展等方面的合理诉求,",40,603808_歌力思_2025_ESG报告:p40:b14,paragraph,单一候选块直接披露员工权益保障相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
157,603979_金诚信_2025_ESG报告,e_fuel_consumption,error,"24,880,327.19",升,"能源消耗* | 柴油 | 升 | 12,971,563.54 | 24,846,840.60 | 24,880,327.19",82,603979_金诚信_2025_ESG报告:p82:b0,found,"24,880,327.19",升,,"柴油 | 升 | 12,971,563.54 | 24,846,840.60 | 24,880,327.19",82,603979_金诚信_2025_ESG报告:p82:b0,table,候选块明确列示燃料消耗量相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
158,603979_金诚信_2025_ESG报告,s_customer_complaints,error,1,起,2025年 客户投诉数量(起) | 1,68,603979_金诚信_2025_ESG报告:p68:b11,found,1,起,,客户投诉数量(起) | 2 | 1 | 1,68,603979_金诚信_2025_ESG报告:p68:b11,table,候选块明确列示客户投诉相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
159,605199_ST葫芦娃_2025_ESG报告,s_supplier,error,true,,葫芦娃制定《绿色采购方案》《供应商审计管理制度》等内部管理文件，构建覆盖供应商筛选、审核、风险管控的全流程体系。,33,605199_ST葫芦娃_2025_ESG报告:p33:b24,found,true,,葫芦娃制定《绿色采购方案》《供应商审计管理制度》《合格物料供应商目录》等内部管理文件，构建覆盖供应商筛选、审核、风险管控的全流程体系，推动供应链管理规范化、系统化运行。,葫芦娃制定《绿色采购方案》《供应商审计管理制度》《合格物料供应商目录》等内部管理文件，构建覆盖供应商筛选、审核、风险管控的全流程体系，推动供应链管理规范化、系统化运行。,33,605199_ST葫芦娃_2025_ESG报告:p33:b24,paragraph,单一候选块直接披露供应商管理相关制度、机制或执行事实，足以支持布尔型 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
160,605399_晨光新材_2025_ESG报告,g_materiality_assessment,error,,,2025年，根据《上海证券交易所上市公司自律监管指引第14号——可持续发展报告(试行)》等最新披露标准更新重要性议题评估方法，首次开展双重重要性评估，围绕各产业链环节、利益相关方的诉求和主要关注问题，在以往影响重要性评估的基础上融入财务视角，全面分析ESG议题对公司财务以及经济、环境和社会的影响，形成本年度25个具有重要性的议题进行重点回应。,12,605399_晨光新材_2025_ESG报告:p12:b1,found,,,报告披露了实质性议题评估相关制度、机制或实践。,管理是晨光新材开展可持续发展治理与管理工作的基础和核心。2025年，根据《上海证券交易所上市公司自律监管指引第14号——可持续发展报告(试行)》(以下简称“指引”)等最新披露标准更新重要性议题评估方法，首次开展双重重要性评估，围绕各产业链环节、利益相关方的诉求和主要关注问题，在以往影响重要性评估的基础上融入财务视角，全,12,605399_晨光新材_2025_ESG报告:p12:b1,paragraph,单一候选块直接披露实质性议题评估相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
161,605488_福莱新材_2025_ESG报告,s_diversity_equal_opportunity,error,,,员工 | 多元化与平等机会 | 完善薪酬福利体系完善晋升通道保障员工权益完善员工培训体系加强员工健康与安全培训,9,605488_福莱新材_2025_ESG报告:p9:b2,found,,,报告披露了多元化与平等机会相关制度、机制或实践。,员工 | 员工权益薪酬与福利职业健康与安全人才培养与发展多元化与平等机会信息安全与隐私保护 | 完善薪酬福利体系完善晋升通道保障员工权益完善员工培训体系加强员工健康与安全培训 | 员工培训员工考核与晋升工会与职代会内部信息沟通平台职业健康监护安全生产管理安全应急演习,9,605488_福莱新材_2025_ESG报告:p9:b2,table,单一候选块直接披露多元化与平等机会相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
162,605488_福莱新材_2025_ESG报告,s_safety,error,,,福莱新材始终将保障安全生产与员工的职业健康作为经营管理的最高优先级事项...制定并实施了《安全教育培训管理制度》《安全风险分级管控制度》...公司签订安全生产责任书，建立健全并落实全员安全责任制,67,605488_福莱新材_2025_ESG报告:p67:b1,found,,,报告披露了安全生产相关制度、机制或实践。,福莱新材始终将保障安全生产与员工的职业健康作为经营管理的最高优先级事项，在“清洁生产，安全健康；科学管理，追求卓越”的职业健康安全（EHS）方针指导下，持续强化职业健康安全管理，全方位提升企业安全风险管理能力。,65,605488_福莱新材_2025_ESG报告:p65:b1,paragraph,单一候选块直接披露安全生产相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
163,605599_菜百股份_2025_ESG报告,g_cybersecurity_governance,error,,,持续完善数据安全与隐私保护制度体系，制定并修订《菜百公司信息系统密码管理规定》等专项制度文件，规范数据采集、传输、存储、使用、销毁全生命周期管理流程，同步建立权限分级管控、合规性前置评审、全流程审计、责任追究等配套管理机制。,30,605599_菜百股份_2025_ESG报告:p30:b3,found,,,报告披露了网络安全治理相关制度、机制或实践。,公司严格遵循《中华人民共和国网络安全法》《中华人民共和国数据安全法》《中华人民共和国个人信息保护法》等法律法规及监管要求，结合黄金珠宝行业经营特性与数字化转型发展需求，持续完善数据安全与隐私保护制度体系，制定并修订《菜百公司信息系统密码管理规定》《菜百公司网络运维管理指导意见》《信息保密规范》《网络安全事件应急预案》等,30,605599_菜百股份_2025_ESG报告:p30:b3,paragraph,单一候选块直接披露网络安全治理相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
164,688128_中国电研_2025_ESG报告,g_investor_relations,error,,,利益相关方：股东及投资者；关注议题：公司治理股东权益保护投资者关系；沟通方式及渠道：股东会信息披露投关活动,10,688128_中国电研_2025_ESG报告:p10:b3,found,,,报告披露了投资者关系相关制度、机制或实践。,投资者关系管理,55,688128_中国电研_2025_ESG报告:p55:b3,table,单一候选块直接披露投资者关系相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
165,688147_微导纳米_2025_ESG报告,e_waste_total,error,265.44,吨,产生的有害废弃物总量 | 吨 | 1.13 | 9.8 产生的无害废弃物总量 | 吨 | 25.87 | 255.64,48,688147_微导纳米_2025_ESG报告:p48:b4,missing,,,,,,,,候选块仅分别披露有害废弃物9.8吨和无害废弃物255.64吨，未直接披露265.44吨总量；禁止人工求和后冒充原文披露。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
166,688147_微导纳米_2025_ESG报告,e_nonhazardous_waste,error,255.64,吨,产生的无害废弃物总量 | 吨 | 25.87 | 255.64,48,688147_微导纳米_2025_ESG报告:p48:b4,found,255.64,吨,,产生的无害废弃物总量 $^{7}$ | 吨 | 25.87 | 255.64,48,688147_微导纳米_2025_ESG报告:p48:b4,table,候选块明确列示一般废弃物产生量相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
167,688147_微导纳米_2025_ESG报告,s_work_injury,error,0.9,次/百万工时,百万工时伤害率 | 次/百万工时 | 1.18 | 0.9,47,688147_微导纳米_2025_ESG报告:p47:b6,found,0.9,次/百万工时,,百万工时伤害率 $^6$ | 次/百万工时 | 1.18 | 0.9,47,688147_微导纳米_2025_ESG报告:p47:b6,table,候选块明确列示工伤事故相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
168,688147_微导纳米_2025_ESG报告,e_ghg_scope1,error,"14,775.13",公吨二氧化碳当量,"范围一排放量 | 公吨二氧化碳当量 | 4,362.54 | 14,775.13",48,688147_微导纳米_2025_ESG报告:p48:b6,found,"14,775.13",公吨二氧化碳当量,,"范围一排放量 $^{11}$ | 公吨二氧化碳当量 | 4,362.54 | 14,775.13",48,688147_微导纳米_2025_ESG报告:p48:b6,table,候选块明确列示直接温室气体排放量相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
169,688218_江苏北人_2025_ESG报告,e_nonhazardous_waste,error,135,吨,无害废弃物排放总量 | 吨 | 220 | 135,23,688218_江苏北人_2025_ESG报告:p23:b6,found,135,吨,,无害废弃物排放总量 $^4$ | 吨 | 220 | 135,23,688218_江苏北人_2025_ESG报告:p23:b6,table,候选块明确列示一般废弃物产生量相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
170,688226_威腾电气_2025_ESG报告,e_nonhazardous_waste,error,4315.40,吨,"无害废弃物总量 | 吨 | 2,218.53 | 4,315.40",60,688226_威腾电气_2025_ESG报告:p60:b0,found,4315.40,吨,,"无害废弃物总量 $^{2}$ | 吨 | 2,218.53 | 4,315.40",60,688226_威腾电气_2025_ESG报告:p60:b0,table,候选块明确列示一般废弃物产生量相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
171,688226_威腾电气_2025_ESG报告,g_esg_governance,error,true,,公司治理架构：股东会下设战略与ESG委员会、薪酬与考核委员会、审计委员会、提名委员会。,54,688226_威腾电气_2025_ESG报告:p54:b3,found,true,,"D[""股东会""] --> E[""战略与ESG委员会""]","D[""股东会""] --> E[""战略与ESG委员会""]",54,688226_威腾电气_2025_ESG报告:p54:b3,image,单一候选块直接披露ESG 治理架构相关制度、机制或执行事实，足以支持布尔型 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
172,688226_威腾电气_2025_ESG报告,s_training,error,20.08,小时/人,人均培训时长 | 小时/人 | 41.98 | 20.08,60,688226_威腾电气_2025_ESG报告:p60:b1,found,20.08,小时/人,,人均培训时长 $^3$ | 小时/人 | 41.98 | 20.08,60,688226_威腾电气_2025_ESG报告:p60:b1,table,候选块明确列示员工培训相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
173,688279_峰岹科技_2025_ESG报告,g_information_disclosure,error,,,公司严格遵守监管规定，以上海证券交易所官网及《中国证券报》、《上海证券报》、《证券时报》、《证券日报》、香港联合证券交易所等法定信息披露媒体作为核心发布平台，确保所有股东能够平等、及时地获取公司重大信息。,20,688279_峰岹科技_2025_ESG报告:p20:b4,found,,,报告披露了信息披露相关制度、机制或实践。,公司在投资者关系及股东权益保护方面建立了完善的工作机制。公司严格遵守监管规定，以上海证券交易所官网及《中国证券报》、《上海证券报》、《证券时报》、《证券日报》、香港联合证券交易所(https://www.hkex.com.hk)等法定信息披露媒体作为核心发布平台，确保所有股东能够平等、及时地获取公司重大信息。,20,688279_峰岹科技_2025_ESG报告:p20:b4,paragraph,单一候选块直接披露信息披露相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
174,688348_昱能科技_2025_ESG报告,e_electricity_total,error,"2,656.18",兆瓦时,"外购电力用量 | 兆瓦时 | 1,600.55 | 2,656.18",51,688348_昱能科技_2025_ESG报告:p51:b5,found,"2,656.18",兆瓦时,,"外购电力用量 $^{2}$ | 兆瓦时 | 1,600.55 | 2,656.18",51,688348_昱能科技_2025_ESG报告:p51:b5,table,候选块明确列示耗电量相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
175,688348_昱能科技_2025_ESG报告,s_compensation_benefits,error,,,工会统筹规划员工福利活动，为文体健身与休闲交流提供经费支持，旨在促进员工身心健康，加强同事间的沟通与凝聚力。,45,688348_昱能科技_2025_ESG报告:p45:b26,found,,,报告披露了薪酬福利相关制度、机制或实践。,公司工会依据《中华人民共和国工会法》与《中国工会章程》独立开展工作，持续健全以职工代表大会为核心的民主管理制度。工会代表员工与公司签订《综合性集体合同》，致力于构建稳定、和谐的劳动关系，切实保障员工与公司的合法权益。同时，工会建立职工医疗互助保障机制，深化员工关怀，推动劳资和谐发展；并统筹规划员工福利活动，为文体健身与,45,688348_昱能科技_2025_ESG报告:p45:b26,paragraph,单一候选块直接披露薪酬福利相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
176,688348_昱能科技_2025_ESG报告,s_community_investment,error,239.40,万元人民币,慈善捐赠金额 | 单位 | 2024 | 2025 慈善捐赠金额 | 万元人民币 | 377.78 | 239.40,53,688348_昱能科技_2025_ESG报告:p53:b3,found,239.40,万元人民币,,慈善捐赠金额 | 万元人民币 | 377.78 | 239.40,53,688348_昱能科技_2025_ESG报告:p53:b3,table,候选块明确列示公益慈善投入相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
177,688400_凌云光_2025_ESG报告,s_supplier,error,true,,严格遵循《供应商管理控制程序》...SRM供应商管理融入绿色筛选与培育...供应商培训...供应商稽核...供应商反腐协议签订比例,28,688400_凌云光_2025_ESG报告:p28:b2,found,true,,公司以“科学度量，优化基准；实事求是，持续改进；领导带头，全员担当；创造实现客户梦想！”为质量方针，严格遵循《产品检测控制程序》《供应商管理控制程序》《不合格品控制程序》《交付和售后服务控制程序》《持续改进控制程序》等质量管理规范，建立了从,公司以“科学度量，优化基准；实事求是，持续改进；领导带头，全员担当；创造实现客户梦想！”为质量方针，严格遵循《产品检测控制程序》《供应商管理控制程序》《不合格品控制程序》《交付和售后服务控制程序》《持续改进控制程序》等质量管理规范，建立了从研发、供应链、生产、销售服务的全链条的质量管理体系。,28,688400_凌云光_2025_ESG报告:p28:b2,paragraph,单一候选块直接披露供应商管理相关制度、机制或执行事实，足以支持布尔型 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
178,688409_富创精密_2025_ESG报告,s_safety,error,,,公司遵守《中华人民共和国安全生产法》等法律法规，并制定多项管理制度。公司持续推进 ISO 45001 认证，建立健全并有效运行职业健康安全和环境（HSE）管理体系。,50,688409_富创精密_2025_ESG报告:p50:b3,found,,,报告披露了安全生产相关制度、机制或实践。,公司遵守《中华人民共和国安全生产法》《中华人民共和国消防法》《中华人民共和国职业病防治法》《生产安全事故应急预案管理办法》等安全生产相关法律法规，并制定《环境及职业健康安全目标、指标和管理方案控制程序》《环境职业健康安全管制程序》等多项管理制度。,50,688409_富创精密_2025_ESG报告:p50:b3,paragraph,单一候选块直接披露安全生产相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
179,688439_振华风光_2025_ESG报告,g_stakeholder_communication,error,,,利益相关方沟通机制：政府与监管机构-信息披露与报送、定期汇报；股东与投资者-信息披露、股东会、投资者调研；客户-新产品发布会、技术交流会、客户满意度调查；员工-全体员工会议、投诉反馈信箱；社区-社区共建；供应商-准入资质审查、日常沟通与培训。,6,688439_振华风光_2025_ESG报告:p6:b21,found,,,报告披露了利益相关方沟通相关制度、机制或实践。,利益相关方 | 关注议题 | 沟通机制,6,688439_振华风光_2025_ESG报告:p6:b21,table,单一候选块直接披露利益相关方沟通相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
180,688439_振华风光_2025_ESG报告,g_business_ethics,error,true,,反商业贿赂及反贪污培训场次 2...商业贿赂及贪污事件发生次数 0...签订廉洁承诺书的员工人数 103...签署反贿赂承诺书的供应商数量 239,43,688439_振华风光_2025_ESG报告:p43:b1,found,true,,公司在内部制度中明确要求采购人员遵章守纪、廉洁自律，恪守职业道德规范。每年定期开展廉洁谈话与廉洁教育活动，强化采购人员的廉洁意识与底线思维。同时，公司与供应商签订《廉洁合作协议》，明确双方廉洁责任与行为约束，推动采购过程公开透明、公平公正，,公司在内部制度中明确要求采购人员遵章守纪、廉洁自律，恪守职业道德规范。每年定期开展廉洁谈话与廉洁教育活动，强化采购人员的廉洁意识与底线思维。同时，公司与供应商签订《廉洁合作协议》，明确双方廉洁责任与行为约束，推动采购过程公开透明、公平公正，持续营造风清气正的供应链合作环境。,31,688439_振华风光_2025_ESG报告:p31:b15,paragraph,单一候选块直接披露商业道德相关制度、机制或执行事实，足以支持布尔型 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
181,688439_振华风光_2025_ESG报告,g_cybersecurity_governance,error,,,持续完善《信息数据安全管理制度》《信息网络安全管理制度》等一系列信息安全规章制度，严格实行信息网络分区、分域、隔离管控策略。,29,688439_振华风光_2025_ESG报告:p29:b9,found,,,报告披露了网络安全治理相关制度、机制或实践。,振华风光高度重视信息数据安全体系建设工作，持续完善《信息数据安全管理制度》《信息网络安全管理制度》《网络信息安全应急响应预案》等一系列信息安全规章制度，严格实行信息网络分区、分域、隔离管控策略，加强区域间数据流量监控和访问控制策略，构建横向到边、纵向到底的信息安全技术防御体系。,29,688439_振华风光_2025_ESG报告:p29:b9,paragraph,单一候选块直接披露网络安全治理相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
182,688515_裕太微_2025_ESG报告,s_employee_gender,error,104,人,按性别划分的员工人数 | 女员工 | 人 | 101 | 104,54,688515_裕太微_2025_ESG报告:p54:b0,found,104,人,,女员工 | 人 | 101 | 104,54,688515_裕太微_2025_ESG报告:p54:b0,table,候选块明确列示女性员工人数或占比相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
183,688515_裕太微_2025_ESG报告,g_board_meetings,error,6,次,报告期内， 公司共召开董事会会议 6次,16,688515_裕太微_2025_ESG报告:p16:b9,found,6,次,,"公司共召开董事会会议 | 审议通过议案 | 董事会成员出席率 
6次 | 34项 | 100%",16,688515_裕太微_2025_ESG报告:p16:b9,table,同一候选表格块连续原文明确列示公司召开董事会会议6次，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
184,688515_裕太微_2025_ESG报告,g_esg_governance,error,true,,可持续发展治理架构图：决策层->管理层->执行层->董事会、战略投资与可持续发展委员会、ESG专项工作组,11,688515_裕太微_2025_ESG报告:p11:b6,found,true,,"A[""决策层""] --> B[""管理层""]","A[""决策层""] --> B[""管理层""]",11,688515_裕太微_2025_ESG报告:p11:b6,image,单一候选块直接披露ESG 治理架构相关制度、机制或执行事实，足以支持布尔型 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
185,688515_裕太微_2025_ESG报告,g_compliance_management,error,true,,公司依据《中华人民共和国公司法》等相关法律法规制订了《公司章程》以及一系列内控规范，构建了由决策、监督与审计、执行三个层级组成的合规管理体系。,19,688515_裕太微_2025_ESG报告:p19:b7,found,true,,公司依据《中华人民共和国公司法》《中华人民共和国证券法》《上市公司治理准则》等相关法律法规制订了《公司章程》以及一系列内控规范，构建了由决策、监督与审计、执行三个层级组成的合规管理体系，为公司规范运作提供制度保障。为进一步完善公司合规体系，,公司依据《中华人民共和国公司法》《中华人民共和国证券法》《上市公司治理准则》等相关法律法规制订了《公司章程》以及一系列内控规范，构建了由决策、监督与审计、执行三个层级组成的合规管理体系，为公司规范运作提供制度保障。为进一步完善公司合规体系，公司建立了《内部审计管理制度》，有效规范公司及其控股子公司的内部审计工作，加强公,19,688515_裕太微_2025_ESG报告:p19:b7,paragraph,单一候选块直接披露合规管理相关制度、机制或执行事实，足以支持布尔型 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
186,688560_明冠新材_2025_ESG报告,e_ghg_total,error,15774.62,吨二氧化碳当量,"温室气体排放总量 | 吨二氧化碳当量 | 12821.26 | 15,774.62",40,688560_明冠新材_2025_ESG报告:p40:b4,found,15774.62,吨二氧化碳当量,,"$温室气体排放总量^1$ | 吨二氧化碳当量 | 12821.26 | 15,774.62",40,688560_明冠新材_2025_ESG报告:p40:b4,table,候选块明确列示温室气体排放总量相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
187,688560_明冠新材_2025_ESG报告,s_occupational_health,error,,,持续健全职业健康管理体系，不断完善职业健康监护、危害告知、防护设施配置及作业环境改善等全流程管理，营造安全、健康、舒适的工作环境。,38,688560_明冠新材_2025_ESG报告:p38:b10,found,,,报告披露了职业健康相关制度、机制或实践。,公司严格遵守《中华人民共和国职业病防治法》等相关法律法规，坚持预防为主、防治结合的原则，持续健全职业健康管理体系，不断完善职业健康监护、危害告知、防护设施配置及作业环境改善等全流程管理，强化源头管控与过程管理，营造安全、健康、舒适的工作环境。,38,688560_明冠新材_2025_ESG报告:p38:b10,paragraph,单一候选块直接披露职业健康相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
188,688560_明冠新材_2025_ESG报告,g_cybersecurity_governance,error,,,公司严格遵循《中华人民共和国网络安全法》等法律法规，制定《计算机信息安全规范》等一系列内部制度规范，明确财务信息部、部门负责人以及体系工程师等相关职责，规范公司信息使用、内部共享文件夹使用以及访问权限等内容，持续确保信息资源的安全性和完整性。,30,688560_明冠新材_2025_ESG报告:p30:b17,found,,,报告披露了网络安全治理相关制度、机制或实践。,公司严格遵循《中华人民共和国网络安全法》《中华人民共和国数据安全法》等法律法规，制定《计算机信息安全规范》《共享文件夹管理制度》等一系列内部制度规范，明确财务信息部、部门负责人以及体系工程师等相关职责，规范公司信息使用、内部共享文件夹使用以及访问权限等内容，持续确保信息资源的安全性和完整性，保障管理体系高效运行。报告期,30,688560_明冠新材_2025_ESG报告:p30:b17,paragraph,单一候选块直接披露网络安全治理相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
189,688613_奥精医疗_2025_ESG报告,g_investor_relations,error,,,奥精医疗严格遵循《证券法》等法律法规，构建全流程合规管控机制，确保信息披露与投资者沟通行为合法合规、公平公正，坚决杜绝违规披露和选择性沟通的情况发生。,15,688613_奥精医疗_2025_ESG报告:p15:b18,found,,,报告披露了投资者关系相关制度、机制或实践。,奥精医疗严格遵循《证券法》《上市公司信息披露管理办法》《上海证券交易所科创板股票上市规则》等法律法规以及《公司章程》的要求，构建全流程合规管控机制，确保信息披露与投资者沟通行为合法合规、公平公正，坚决杜绝违规披露和选择性沟通的情况发生。公司始终坚守信息披露“真实、准确、完整”的核心底线，所有公开信息均经过多部门交叉核验,15,688613_奥精医疗_2025_ESG报告:p15:b18,paragraph,单一候选块直接披露投资者关系相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
190,688613_奥精医疗_2025_ESG报告,g_materiality_assessment,error,,,实质性议题矩阵：产品质量安全、应对气候变化、科技创新等议题在财务重要性与可持续性重要性上均被评为High。,12,688613_奥精医疗_2025_ESG报告:p12:b3,found,,,报告披露了实质性议题评估相关制度、机制或实践。,| 产品质量安全 | High | High |,12,688613_奥精医疗_2025_ESG报告:p12:b3,chart,单一候选块直接披露实质性议题评估相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
191,688618_三旺通信_2025_ESG报告,g_investor_relations,error,,,"公司高度重视投资者关系管理, 由公司董事会秘书牵头负责, 建立健全投资者关系管理机制, 并修订完善《投资者关系管理制度》, 通过公告、“上证 e 互动”平台等多种渠道, 持续加强与投资者的沟通交流。",12,688618_三旺通信_2025_ESG报告:p12:b8,found,,,报告披露了投资者关系相关制度、机制或实践。,"公司高度重视投资者关系管理, 由公司董事会秘书牵头负责, 建立健全投资者关系管理机制, 并修订完善《投资者关系管理制度》, 通过公告、“上证 e 互动”平台、证券分析师会议或说明会、一对一沟通、电话咨询、传真、电子邮件或即时通讯、现场参观、股东会等多种渠道, 持续加强与投资者的沟通交流, 积极传递公司经营战略、管理举措",12,688618_三旺通信_2025_ESG报告:p12:b8,paragraph,单一候选块直接披露投资者关系相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
192,688709_成都华微_2025_ESG报告,s_diversity_equal_opportunity,error,,,公司严格遵守《国际劳工组织公约》等法律法规，坚决反对任何形式的就业歧视，坚持公开、公平、公正原则，为全体员工提供无差别的平等发展机会。,38,688709_成都华微_2025_ESG报告:p38:b2,found,,,报告披露了多元化与平等机会相关制度、机制或实践。,公司严格遵守《国际劳工组织公约》《中华人民共和国劳动法》《中华人民共和国就业促进法》《中华人民共和国妇女权益保障法》等法律法规，坚决反对任何形式的就业歧视，坚持公开、公平、公正原则，为全体员工提供无差别的平等发展机会。公司在招聘录用、岗位安排、职业发展等环节充分尊重员工差异，不因种族、性别、年龄、宗教信仰、残疾状况等设,38,688709_成都华微_2025_ESG报告:p38:b2,paragraph,单一候选块直接披露多元化与平等机会相关制度、机制或实践，足以支持定性 found。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
193,688728_格科微_2025_ESG报告,e_ghg_total,error,"102,411.80",吨二氧化碳当量,"温室气体排放总量 | 吨二氧化碳当量 | 102,411.80",45,688728_格科微_2025_ESG报告:p45:b7,found,"102,411.80",吨二氧化碳当量,,"$温室气体排放总量^1$ | 吨二氧化碳当量 | 102,411.80",45,688728_格科微_2025_ESG报告:p45:b7,table,候选块明确列示温室气体排放总量相关数值及来源单位，数值、单位与证据位置可直接追溯。,codex-agent-c,2026-08-23T16:18:18.785641+00:00
