report_id,indicator_id,indicator_name,dimension,indicator_type,status,value,unit,evidence_quote,page_no,block_id,block_type,error_category,root_cause,fix_strategy,raw_response
688613_奥精医疗_2025_ESG报告,g_investor_relations,投资者关系,G,qualitative,error,,,奥精医疗严格遵循《证券法》等法律法规，构建全流程合规管控机制，确保信息披露与投资者沟通行为合法合规、公平公正，坚决杜绝违规披露和选择性沟通的情况发生。,15,688613_奥精医疗_2025_ESG报告:p15:b18,paragraph,llm_error,证据明确描述了投资者关系管理中的合规机制与沟通原则。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688613_奥精医疗_2025_ESG报告,g_materiality_assessment,实质性议题评估,G,qualitative,error,,,实质性议题矩阵：产品质量安全、应对气候变化、科技创新等议题在财务重要性与可持续性重要性上均被评为High。,12,688613_奥精医疗_2025_ESG报告:p12:b3,chart,llm_error,证据包含实质性议题矩阵，明确列出了各议题的重要性评估结果。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688618_三旺通信_2025_ESG报告,g_investor_relations,投资者关系,G,qualitative,error,,,"公司高度重视投资者关系管理, 由公司董事会秘书牵头负责, 建立健全投资者关系管理机制, 并修订完善《投资者关系管理制度》, 通过公告、“上证 e 互动”平台等多种渠道, 持续加强与投资者的沟通交流。",12,688618_三旺通信_2025_ESG报告:p12:b8,paragraph,llm_error,证据明确披露了投资者关系管理机制、责任人及沟通渠道。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688709_成都华微_2025_ESG报告,s_diversity_equal_opportunity,多元化与平等机会,S,qualitative,error,,,公司严格遵守《国际劳工组织公约》等法律法规，坚决反对任何形式的就业歧视，坚持公开、公平、公正原则，为全体员工提供无差别的平等发展机会。,38,688709_成都华微_2025_ESG报告:p38:b2,paragraph,llm_error,证据明确披露了公司反对就业歧视、提供平等机会及构建多元包容环境的政策。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688728_格科微_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,error,"102,411.80",吨二氧化碳当量,"温室气体排放总量 | 吨二氧化碳当量 | 102,411.80",45,688728_格科微_2025_ESG报告:p45:b7,table,llm_error,证据明确披露温室气体排放总量数值及单位 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688818_电科蓝天_2025_ESG报告,e_fuel_consumption,燃料消耗量,E,quantitative,error,"9,762.55",吨标准煤,"综合能源消耗量 | 9,762.55吨标准煤",20,688818_电科蓝天_2025_ESG报告:p20:b12,table,llm_error,表格明确列出综合能源消耗量数值及单位。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688818_电科蓝天_2025_ESG报告,s_supplier,供应商管理,S,boolean,error,true,,公司构建系统化、标准化的供应商管理制度体系，制定并发布《供应商管理办法》《合格供应商管理实施细则》等核心制度，对供应商准入条件、审核流程、评价标准、分级管理、退出机制、廉洁合规等作出全面规范。,33,688818_电科蓝天_2025_ESG报告:p33:b19,paragraph,llm_error,证据明确披露了供应商管理制度体系及具体办法，支持该指标。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
920001_纬达光电_2025_ESG报告,g_board_diversity,董事会多元化,G,quantitative,error,3,人,女性董事人数 | 人 | 3 女性董事占比 | % | 27,52,920001_纬达光电_2025_ESG报告:p52:b2,table,llm_error,证据明确列出女性董事人数及占比，符合董事会多元化指标要求。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
920029_开发科技_2025_ESG报告,e_biodiversity,生物多样性保护,E,boolean,error,true,,公司遵循《中华人民共和国自然保护区条例》等法律法规，开展环境影响评价工作，评估经营活动可能对动植物及生态环境产生的不良影响与风险，并制定相应改善措施。,43,920029_开发科技_2025_ESG报告:p43:b1,paragraph,llm_error,证据明确披露了生物多样性保护的相关法律法规遵循及具体措施。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
920029_开发科技_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,error,1,人,因工重伤人数(不包括死亡) | 人 | 1 | 0 因工死亡人数 | 人 | 0 | 0,60,920029_开发科技_2025_ESG报告:p60:b4,table,llm_error,表格明确披露2025年因工重伤1人，死亡0人。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
920029_开发科技_2025_ESG报告,g_compliance_management,合规管理,G,boolean,error,true,,政府及监管部门重点关注议题包括环境合规管理...环境 | 5 | 环境合规管理 | 第三十三条 | 环境合规管理 | 32,12,920029_开发科技_2025_ESG报告:p12:b2,table,llm_error,证据明确列出环境合规管理为议题及对应章节，证实披露。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
920029_开发科技_2025_ESG报告,g_materiality_assessment,实质性议题评估,G,qualitative,error,,,遵循双重重要性原则，从“影响重要性”和“财务重要性”两个维度开展重要性议题调研工作，形成2025年重要性议题矩阵，确定本年度重要性议题及其优先级。,13,920029_开发科技_2025_ESG报告:p13:b8,paragraph,llm_error,证据明确描述了基于双重重要性原则的评估流程及结果。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
920039_国义招标_2025_ESG报告,g_business_ethics,商业道德,G,boolean,error,true,,为规范商业道德行为，公司制定并实施《信息披露管理制度》等一系列内部制度，明确要求全体员工及业务往来对象在商业活动中恪守诚信原则，不得从事商业贿赂、内幕交易、不正当竞争等任何违法违规行为。,21,920039_国义招标_2025_ESG报告:p21:b21,paragraph,llm_error,证据明确披露了商业道德相关的内部制度及禁止违规行为的规定。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
920039_国义招标_2025_ESG报告,g_materiality_assessment,实质性议题评估,G,qualitative,error,,,遵循双重重要性原则，建立“影响重要性”与“财务重要性”双维度评估体系，通过多利益相关方问卷调研，构建2025年度ESG重要性议题矩阵，科学划分核心议题优先级。,11,920039_国义招标_2025_ESG报告:p11:b13,paragraph,llm_error,证据明确描述了双重重要性评估的方法、流程及结果。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
920167_同享科技_2025_ESG报告,e_waste_total,废弃物产生量,E,quantitative,error,689.74,吨,无害废弃物产生量 吨 686.36 有害废弃物产生量 吨 3.38,38,920167_同享科技_2025_ESG报告:p38:b2,table,llm_error,证据明确披露2025年无害及有害废弃物产生量数值，单位均为吨，可加总得出总量。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
920167_同享科技_2025_ESG报告,e_nonhazardous_waste,一般废弃物产生量,E,quantitative,error,686.36,吨,无害废弃物产生量 | 吨 | 449.17 | 395.46 | 686.36,38,920167_同享科技_2025_ESG报告:p38:b2,table,llm_error,表格明确列出2025年无害废弃物产生量为686.36吨。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
920167_同享科技_2025_ESG报告,s_product_quality,产品质量管理,S,qualitative,error,,,同享科技严格按照 GB/T 19001-2016/ISO 9001:2015 质量管理体系标准建立和实施质量管理体系，制定并持续修订《不合格品控制程序》等系列制度文件。,26,920167_同享科技_2025_ESG报告:p26:b5,paragraph,llm_error,证据明确披露了质量管理体系的建立、标准依据及制度文件，符合定性指标要求。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
920299_灿能电力_2025_可持续发展报告,s_data_security,数据安全与隐私保护,S,boolean,error,true,,公司高度重视数据安全与客户隐私保护工作，已通过ISO/IEC27001信息安全管理体系认证，并制定了《南京灿能数据中心管理办法》等专项管理制度。,56,920299_灿能电力_2025_可持续发展报告:p56:b3,paragraph,llm_error,证据明确披露了数据安全与隐私保护的管理体系、认证及制度措施。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
920665_科强股份_2025_ESG报告,e_fuel_consumption,燃料消耗量,E,quantitative,error,4067.96,吨标准煤,"能源消耗总量 | 吨标准煤 | 4,067.96",32,920665_科强股份_2025_ESG报告:p32:b23,table,llm_error,证据明确披露了2025年能源消耗总量及单位，符合燃料消耗量指标定义。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
920665_科强股份_2025_ESG报告,s_employee_gender,女性员工人数或占比,S,quantitative,error,117,人,按性别划分的员工人数 | 女性员工 | 人 | 117,41,920665_科强股份_2025_ESG报告:p41:b0,table,llm_error,证据明确披露女性员工人数为117人。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
