review_id,report_id,indicator_id,indicator_name,dimension,indicator_type,status,value,unit,qualitative_text,evidence_quote,page_no,block_id,block_type,source_candidate_count,llm_confidence,llm_reason,postprocess_repaired,quantitative_incomplete,repair_method,repair_reason,risk_tag,risk_level,caution_tag,review_reason,needs_manual_check,suspected_issue_type
RS-0187,000016_深康佳Ａ_2025_ESG报告,g_anti_corruption,反腐败机制,G,boolean,found,true,,公司修订多项制度并开展廉政教育，强化反腐败机制,康佳修订《康佳集团股份有限公司党委关于加强对“一把手”和领导班子监督的实施办法》《康佳集团股份有限公司新任职直管干部任职谈话和廉政谈话管理办法》等 6项制度，以制度约束权力；落实常态化学习机制，召开 2025 年第二次警示教育大会暨新任职干部集体廉政谈话会，开展对习近平总书记关于全面从严治党、党风廉政建设和反腐败斗争重要论述的学习10次，持续强化以学促廉，营造严的氛围，筑牢思想防线，保持清正廉洁的政治本色。,11,000016_深康佳Ａ_2025_ESG报告:p11:b22,paragraph,5,0.9500,明确提及反腐败斗争,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0188,300068_ST南都_2025_ESG报告,g_esg_governance,ESG 治理架构,G,boolean,found,true,,报告中明确列出公司治理作为独立治理模块，包含在ESG治理架构中。,治理 | No.1 | 信息安全与隐私保护 | No.5 | 反腐败与商业道德 No.2 | 可持续发展治理 | No.6 | 合规与风险管理 No.3 | 利益相关沟通方 | No.7 | 公平竞争 No.4 | 公司治理 |,7,300068_ST南都_2025_ESG报告:p7:b8,table,1,0.0000,明确列出公司治理模块,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0189,603369_今世缘_2025_可持续发展报告,g_business_ethics,商业道德,G,boolean,found,true,,公司制定《商业道德及供应商反腐败政策》等制度，实施重点监控与培训，确保商业道德合规。,公司依据《内部监察管理制度》《廉洁自律管理制度》《士条禁令》及《江苏今世缘酒业股份有限公司商业道德及供应商反腐败政策》，对权力集中、资金密集的关键岗位实施重点监控。针对销售业务人员群体，还专项制定了《今世缘销售业务人员三大纪律士项规定》，对日常职业行为划定红线，从源头规范职业道德。,29,603369_今世缘_2025_可持续发展报告:p29:b7,paragraph,5,0.0000,明确披露商业道德政策与措施,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0190,600117_西宁特钢_2025_ESG报告,g_anti_corruption,反腐败机制,G,boolean,found,true,,公司建立反腐败机制，包括制度建设、内部监督和风险排查，制定多项管理制度并设立举报邮箱。,公司坚持廉洁经营原则，将反商业贿赂与反贪污管理纳入合规管理体系，通过制度建设、内部监督和风险排查等措施强化廉洁风险防控。公司制定《监察管理制度》《监察工作调查及处理实施细则》《员工举报管理工作实施细则》《商业道德管理工作实施细则》《员工奖惩管理办法》，建立内部监督与责任追究机制明确调查处理流程和问责要求。公司反商业贿赂及反贪污投诉举报邮箱为 xntgsjjc@163.com。,13,600117_西宁特钢_2025_ESG报告:p13:b13,paragraph,5,0.0000,明确披露反腐败机制,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0191,920122_中纺标_2025_ESG报告,g_anti_corruption,反腐败机制,G,boolean,found,true,,公司明确披露反腐败机制，包括纳入责任书、零容忍态度及举报处理流程,公司将反贪腐相关内容纳入工作目标责任书，压实反腐工作责任，并严格执行廉洁从业和反腐败管理制度，筑牢反腐防线，全方位强化廉洁体系建设。对任何形式的贪污、受贿等腐败行为持“零容忍”态度，一旦发现违规行为，将依据相关法律法规和公司制度进行严肃处理。,22,920122_中纺标_2025_ESG报告:p22:b5,paragraph,5,0.0000,明确披露反腐败机制,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0192,600684_珠江股份_2025_ESG暨社会责任报告,g_anti_corruption,反腐败机制,G,boolean,found,true,,公司出台多项反腐败政策，明确关键岗位行为边界与责任，2025年未发生商业贿赂及贪污事件。,珠江股份严格落实全面从严治党要求，出台《广州珠江发展集团股份有限公司纪委监督执纪工作实施办法》《广州珠江发展集团股份有限公司纪委信访举报问题线索管理办法》等反舞弊、反腐败、反贿赂廉洁从业相关政策，明确管理干部和高风险等关键岗位人员的行为边界与责任。制定负面清单和风险点防范措施、廉洁风险防控管理手册、异地项目联合监督检查管理办法等，明确移送问题线索工作流程，深化整治“四风”突出问题。2025年珠江股份未发生商业贿赂及贪污事件。,42,600684_珠江股份_2025_ESG暨社会责任报告:p42:b5,paragraph,5,0.0000,明确披露反腐败机制,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0193,600713_南京医药_2025_ESG报告,g_anti_corruption,反腐败机制,G,boolean,found,true,,公司制定《反商业贿赂指引》《关于加强商业活动行为规范的通知》，明确商业活动中的行为规范，聚焦重点环节，严禁不当利益输送。,2025 年，公司在原有的《商业行为规范》基础上，制定《反商业贿赂指引》《关于加强商业活动行为规范的通知》，明确商业活动中的行为规范，聚焦客户拓展、供应商合作、市场推广及商务接待等重点环节，严禁任何形式的不当利益输送或违规交易行为。,15,600713_南京医药_2025_ESG报告:p15:b8,paragraph,5,0.0000,明确披露反腐败机制,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0194,000403_派林生物_2025_ESG报告,g_business_ethics,商业道德,G,boolean,found,true,,公司建立内部合规审查机制，制定《内部审计管理制度》等规章，明确商业道德要求，签订《廉洁协议》,在药品推广过程中，公司严格遵循商业道德与法律法规，建立内部合规审查机制，确保所有营销活动合法合规。公司建立健全商业道德管理相关制度，制定并严格执行《内部审计管理制度》《审计发现违规问题问责管理规程》等内部规章，将反腐败责任层层分解、落实到人。针对销售、采购、招投标、血浆采集等易发多发腐败风险的重点领域，制定专项合规管理标准操作程序，从源头防范利益冲突、私下协议、行贿受贿等违规行为。公司在员工入职时均签订《廉洁协议》或《保密协议》，明确职业操守要求，筑牢思想防线。,18,000403_派林生物_2025_ESG报告:p18:b10,paragraph,5,0.0000,明确提及商业道德制度,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0195,002627_三峡旅游_2025_ESG报告,g_anti_corruption,反腐败机制,G,boolean,found,true,,公司建立反商业贿赂与反贪腐管理体系，覆盖全流程，与供应商签订《廉洁协议》,三峡旅游建立反商业贿赂与反贪腐管理体系，覆盖合规政策制定、高风险岗位监督、员工培训、举报机制与违规问责全流程 形成事前预防，事中监控，事后追责的闭环管理机制显著降低腐败行为发生概率。公司与供应商签订《廉洁协议》，明确约定双方在业务往来中不得以任何形式输送不正当利益，严禁索贿、受贿、商业贿赂及隐形利益输送营造崇廉尚洁的浓厚氛围,48,002627_三峡旅游_2025_ESG报告:p48:b7,paragraph,5,0.9500,明确披露反腐败机制,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0196,600963_岳阳林纸_2025_ESG报告,g_anti_corruption,反腐败机制,G,boolean,found,true,,公司成立党风廉政建设和反腐败工作领导小组，定期召开会议研判形势并部署工作。,公司成立了党风廉政建设和反腐败工作领导小组，党委书记担任组长，党委副书记、纪委书记担任副组长，公司党政班子成员为工作领导小组成员。公司定期召开党风廉政建设和反腐败工作领导小组会议和党委、纪委沟通协商会议，研判整体形势并部署反腐败工作。,55,600963_岳阳林纸_2025_ESG报告:p55:b30,paragraph,5,0.0000,明确披露反腐败机制,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0197,301522_上大股份_2025_ESG报告,g_cybersecurity_governance,网络安全治理,G,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0198,01847_云南建投混凝土_2025_ESG报告,g_investor_relations,投资者关系,G,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0199,300949_奥雅股份_2025_ESG报告,g_cybersecurity_governance,网络安全治理,G,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0200,02676_纳芯微_2025_ESG报告,g_materiality_assessment,实质性议题评估,G,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0201,300468_四方精创_2025_ESG报告,g_esg_strategy,ESG 战略目标,G,qualitative,missing,,,,,,,,2,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0202,000016_深康佳Ａ_2025_ESG报告,g_esg_strategy,ESG 战略目标,G,qualitative,missing,,,,,,,,1,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0203,600456_宝钛股份_2025_ESG报告,g_cybersecurity_governance,网络安全治理,G,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0204,06656_思格新能_2025_ESG报告,g_materiality_assessment,实质性议题评估,G,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0205,301588_美新科技_2025_ESG报告,g_cybersecurity_governance,网络安全治理,G,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0206,002568_百润股份_2025_ESG报告,g_esg_strategy,ESG 战略目标,G,qualitative,missing,,,,,,,,5,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0207,603260_合盛硅业_2025_可持续发展报告,g_esg_strategy,ESG 战略目标,G,qualitative,missing,,,,,,,,2,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0208,002807_江阴银行_2025_ESG报告,g_esg_strategy,ESG 战略目标,G,qualitative,missing,,,,,,,,5,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0209,00966_中国太平_2025_ESG暨社会责任报告,g_investor_relations,投资者关系,G,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0210,09668_渤海银行_2025_ESG暨社会责任报告,g_esg_strategy,ESG 战略目标,G,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0211,01950_帝王实业控股_2026_ESG报告,g_investor_relations,投资者关系,G,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0212,000403_派林生物_2025_ESG报告,g_tax_transparency,税务透明,G,qualitative,missing,,,,,,,,1,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0213,002851_麦格米特_2025_ESG暨社会责任报告,g_cybersecurity_governance,网络安全治理,G,qualitative,found,,,公司制定多项信息安全管理制度，涵盖数据安全、网络安全等多方面，明确奖惩机制，强化全流程安全管理。,麦格米特制定《信息安全管理奖惩规定》，明确奖惩原则，设置四级处罚等级与三级奖励等级，其适用范围涵盖数据安全管理、计算机管理、软件管理、网络安全管理、电子邮件管理、即时通讯安全管理、办公安全管理及离职交接管理，并对处罚与奖励程序作出明确规定。,35,002851_麦格米特_2025_ESG暨社会责任报告:p35:b13,paragraph,2,0.0000,证据明确提及网络安全管理相关制度,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0214,920167_同享科技_2025_ESG报告,g_stakeholder_communication,利益相关方沟通,G,qualitative,found,,,公司通过多种渠道与利益相关方进行沟通，包括专项会议、股东会、客户满意度调查、员工活动等，明确各利益相关方关注议题及沟通方式。,政府与监管部门 | ·合规及风险管理·商业道德·气候变化与能源管理·水资源管理·排放与废弃物管理·产品质量管理·职业健康与安全 | ·专项会议或报告·政策咨询反馈·合规监管检查·信息披露 股东与投资者 | ·公司治理·合规及风险管理·商业道德·创新研发与知识产权·绿色技术机遇·产品质量管理 | ·股东会·财务报告及公告·投资者热线与邮箱·业绩说明会及其他交流活动 客户 | ·产品质量管理·创新研发与知识产权·客户服务·信息与隐私安全 | ·客户满意度调查·客户拜访·日常交流·客户审核,7,920167_同享科技_2025_ESG报告:p7:b13,table,5,0.0000,证据明确列出沟通方式,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0215,601360_三六零_2025_ESG报告,g_information_disclosure,信息披露,G,qualitative,found,,,公司建立了与ESG相关的内部控制制度体系，明确各部门在节能减排、环保合规、员工权益、供应链管理等领域的管控要求，确保公司运营持续有效，更好地履行社会义务。,"公司建立了与ESG相关的内部控制制度体系,环境层面,制定了关于能源管理、废弃物处理等环节的控制细则,明确各部门在节能减排、环保合规等方面的具体职责与操作流程;社会层面,明确员工权益、供应链管理、产品质量与安全等领域的管控要求,确保公司运营持续有效,更好地履行社会义务;公司治理层面,发布信息披露、内部审计、合规管理等方面的管理制度,保障内部治理高效规范。",13,601360_三六零_2025_ESG报告:p13:b7,table,5,0.0000,直接引用制度内容,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0216,002999_天禾股份_2025_ESG报告,g_information_disclosure,信息披露,G,qualitative,found,,,公司严格按照法律法规及《信息披露管理办法》要求，真实、准确、及时、公平、完整披露信息，明确责任体系，指定指定报纸和网站，2025年获金牛奖且无信息披露违规处罚。,公司严格按照有关法律法规以及《公司章程》《信息披露管理办法》等要求，真实、准确、及时、公平、完整地披露有关信息。公司明确了信息披露的责任体系：董事长为第一责任人，董事会秘书为直接责任人并负责管理信息披露事务，证券事务代表予以协助。同时，公司指定《中国证券报》《证券日报》和巨潮资讯网为公司信息披露的指定报纸和网站，确保公司所有股东能够以平等的机会获得信息。2025年，公司荣获2025年度上市公司金牛奖，且不存在因信息披露方面违规而受到处罚的情况,16,002999_天禾股份_2025_ESG报告:p16:b2,paragraph,5,0.0000,明确披露要求与机制,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0217,06656_思格新能_2025_ESG报告,g_information_disclosure,信息披露,G,qualitative,found,,,公司建立了完善的ESG信息披露机制，包括定期披露ESG报告、加强碳排放监测与披露透明度，以及制定应急预案以应对气候风险。,"健全ESG管理體系,加強碳排放監測,提升披露透明度。",21,06656_思格新能_2025_ESG报告:p21:b0,table,2,0.9500,直接引用证据,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0218,301185_鸥玛软件_2025_ESG报告,g_information_disclosure,信息披露,G,qualitative,found,,,公司建立三级ESG治理架构，制定多项信息披露专项制度，构建规范透明的投资者关系管理体系，获资本市场认可。,公司建立“董事会决策统筹-管理层组织实施-各部门协同落实”的三级ESG治理架构，推动董事会多元化与专业化建设，完善信息披露与投资者关系管理，以透明规范的治理保障企业行稳致远；构建全面风险管理与合规体系，对商业贿赂、不正当竞争实行零容忍，全年未发生相关违规事件，维护公平有序的市场环境，保障中小企业合作伙伴平等竞争权利；坚持稳健经营与价值创造，持续优化股东回报机制，以稳定的经营业绩和现金分红回馈投资者，助力经济高质量可持续增长。,12,301185_鸥玛软件_2025_ESG报告:p12:b12,paragraph,5,0.9500,明确披露信息披露机制,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0219,002663_普邦股份_2025_ESG报告,g_stakeholder_communication,利益相关方沟通,G,qualitative,found,,,公司通过多种渠道与利益相关方进行沟通，包括股东会、定期报告、客户拜访、员工关怀等，涵盖公司治理、商业道德、环境保护等议题。,利益相关方 | 政府及监督机构 | 股东及投资者 | 员工 | 客户 | 供应商 | 行业 | 社区及公众 关注议题 | ·公司治理·税务管理·商业道德·环境保护·废弃物管理·社会责任 | ·公司治理·风险管理·信息披露·经济效益 | ·薪酬与福利·发展与培训·健康与安全·民主管理 | ·商业道德·产品及服务·研发与创新·数据安全与隐私保护 | ·商业道德·供应链安全 | ·商业道德·研发与创新·行业发展 | ·环境保护·废弃物管理·社会责任 沟通与回应 | ·遵守法律法规·依法足额纳税·接受检查和监督·保护生态环境·响应国家战略·提供就业岗位·履行社会责任 | ·股东会·定期报告及临时公告·日常沟通(电话、邮件、互动易平台)·投资者活动·内控审计 | ·完善薪酬福利体系·建立职业晋升路径·开展员工关怀·职业病防护与体检·职工代表大会 | ·反商业贿赂及反贪污·客户拜访·客户服务热线·满意度调查·监督举报机制·保障信息安全·技术创新 | ·反不正当竞争·反商业贿赂与反贪污·审核及评估·实地考察·合同执行 | ·反不正当竞争·技术创新·行业论坛、活动 | ·绿色运营·污染防控·社区活动·公益慈善,7,002663_普邦股份_2025_ESG报告:p7:b2,table,5,0.0000,证据明确列出沟通方式,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0220,688613_奥精医疗_2025_ESG报告,g_materiality_assessment,实质性议题评估,G,qualitative,found,,,公司通过矩阵形式评估实质性议题，将议题按财务重要性和可持续发展重要性进行分类，明确高优先级议题。,产品质量安全 | High | High | | 应对气候变化 | High | High | | 科技创新 | High | High | | 职业健康安全 | High | High | | 能源管理 | High | Medium-High | | 信息安全 | High | Medium-High | | 合规经营 | Medium-High | High | | 污染物排放 | Medium-High | High | | 员工权益 | Medium-High | Medium-High |,12,688613_奥精医疗_2025_ESG报告:p12:b3,chart,1,0.9500,矩阵形式明确评估,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0221,300972_万辰集团_2025_ESG报告,g_tax_transparency,税务透明,G,qualitative,found,,,公司坚持依法纳税、诚信经营，建立全流程税务合规管理体系，确保税款计算、申报和缴纳准确及时完整，2025年无重大税务违法违规行为。,公司坚持“依法纳税、诚信经营”的基本原则，严格遵守《中华人民共和国税收征收管理法》《中华人民共和国企业所得税法》《中华人民共和国个人所得税法》等法律法规和相关制度规定，制定《财务管理制度》，明确税务及发票管理要求，注重税务风险管理，落实企业纳税义务，按时足额申报和缴纳税款。2025 年，无重大税务违法违规行为及行政处罚记录。,24,300972_万辰集团_2025_ESG报告:p24:b24,paragraph,5,0.0000,证据明确披露税务透明措施,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0222,600713_南京医药_2025_ESG报告,g_information_disclosure,信息披露,G,qualitative,found,,,公司持续完善信息披露机制，严格遵循相关法规，提升信息透明度，披露定期报告与临时公告，无违规处罚。,公司严格按照《上市公司信息披露管理办法》《上海证券交易所股票上市规则》等有关规定，持续完善《信息披露管理办法》，始终坚持信息披露的准确性、真实性、完整性与及时性，不断提升信息披露的质量，增强公司信息透明度，确保投资者全面了解公司经营状况、财务状况、风险状况和发展前景。报告期内，公司共披露定期报告 4 份、临时公告165份，不存在因违反信息披露规定而受到处罚的情况。,13,600713_南京医药_2025_ESG报告:p13:b24,paragraph,5,0.0000,明确披露信息披露机制与合规情况,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0223,688613_奥精医疗_2025_ESG报告,g_stakeholder_communication,利益相关方沟通,G,qualitative,found,,,公司建立了利益相关方沟通机制，通过多种渠道与股东、政府、供应商、社区、客户及科研机构进行沟通，包括股东大会、财务年报、投资者热线、开放日活动等。,利益相关方 | 主要关注点 | 采取行动 | 沟通渠道 股东和投资者 | ·公司治理·合规经营利益相关方沟通 | ·股东会·财务年报·定期报告与公告·公司官网及公众号·投资者热线及邮箱 | ·股东大会·财务年报 政府和监管机构 | ·公司治理·合规经营·反商业贿赂及反贪污·反不正当竞争·水资源利用·能源利用循环经济·应对气候变化·健康安全 | ·会议交流·督导检查·日常监管沟通·信息披露与报送·可持续发展报告 | ·监督检查·定期报告 供应商 | ·供应链管理·采购实践·平等对待中小企业 | ·年度供应商大会·供应商管理 | ·供应商大会·审核 社区与公众 | ·废弃物排放·绿色产品·社会贡献·乡村振兴 | ·可持续发展报告·公益活动·慈善捐助 | ·开放日活动 客户 | ·客户关系·循环经济·产品和服务安全与质量·数据安全与客户隐私保护 | ·日常沟通·年度客户满意度调研·年度审核和评估 | ·客户满意度调查·客户会议·审核和评估 科研机构 | ·创新研发 | ·校企合作 | ·科研论坛,11,688613_奥精医疗_2025_ESG报告:p11:b7,table,5,0.0000,证据明确列出沟通渠道,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0224,300547_川环科技_2025_ESG报告,g_stakeholder_communication,利益相关方沟通,G,qualitative,found,,,公司通过实质性议题管理，从多维度分析并明确利益相关方沟通的优先级，确保沟通内容与利益相关方高度关注议题一致。,- 反商业贿赂及反贪污 - 平等对待中小企业 - 利益相关方沟通 党建引领 - 环境合规管理 - 数据安全与客户隐私保护 - 反不正当竞争 - 社会贡献 - 污染物排放 - 乡村振兴,10,300547_川环科技_2025_ESG报告:p10:b2,list,5,0.0000,明确提及利益相关方沟通,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0225,600783_鲁信创投_2025_ESG报告,g_esg_strategy,ESG 战略目标,G,qualitative,found,,,公司明确将ESG战略目标与联合国可持续发展目标（SDGs）及国家'双碳'战略紧密结合，通过完善公司治理、优化环境管理体系、践行负责任投资等措施实现战略目标。,"合规治理夯实发展根基...确保董事会独立性和多元化,完善公司治理结构。...低碳引领赋能绿色发展...减少碳排放,加大对低碳环保企业的投资力度,助力国家实现'双碳'目标。...责任深耕赋能产业共兴...持续完善负责任投资体系,助推企业登陆资本市场,助力山东产业结构转型升级。...以人为本共赴美好新程...实现'0'安全事故。持续开展公益慈善活动,支持社区发展。",9,600783_鲁信创投_2025_ESG报告:p9:b4,table,5,0.9500,明确列出ESG战略目标与行动,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0226,920122_中纺标_2025_ESG报告,g_cybersecurity_governance,网络安全治理,G,qualitative,found,,,公司制定信息安全工作总体方针及应急预案实施细则，开展网络安全培训，保障数字化系统稳定运行，未发生信息安全事故。,为确保客户在商业、法律上的机密信息等受到保护，维护客户利益，我公司制定了《中纺标检验认证股份有限公司信息安全工作总体方针》《中纺标检验认证股份有限公司网络与信息安全应急预案实施细则》等，同时在各职能部门、事业部、分公司开展网络安全培训，巩固集团信息安全防线，以高水平安全守护高质量发展。报告期内，未发生信息安全事故和泄露客户隐私事件。,22,920122_中纺标_2025_ESG报告:p22:b17,paragraph,3,0.0000,明确披露制度与培训,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0227,001322_箭牌家居_2025_ESG报告,g_cybersecurity_governance,网络安全治理,G,qualitative,found,,,公司严格保护客户隐私与数据安全，2025年未发生客户信息泄露及网络安全事故。,严格保护客户隐私与数据安全。2025 年，公司未发生客户信息泄露及网络安全事故。,53,001322_箭牌家居_2025_ESG报告:p53:b0,paragraph,1,0.0000,直接引用证据内容,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0228,600322_津投城开_2025_ESG报告,g_materiality_assessment,实质性议题评估,G,qualitative,found,,,公司通过双重重要性评估识别出13项重要议题，涵盖绿色设计、施工、运营、废弃物处理、产品安全、员工发展、社区关系、社会贡献、供应链管理、公司治理、信息安全、反商业贿赂与反贪污、反不正当竞争等,2025年度实质性议题的双重重要性评估结果如下，评估矩阵右上角议题为高度重要性议题。根据评估结果公司识别的重要议题包括：绿色设计、绿色施工、绿色运营、废弃物处理、产品安全与服务质量、员工发展与权益保障、社区关系、社会贡献、供应链管理、公司治理、信息安全、反商业贿赂与反贪污、反不正当竞争利益相关方沟通。,5,600322_津投城开_2025_ESG报告:p5:b8,paragraph,1,0.9000,证据明确列出议题,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0229,920039_国义招标_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,missing,,,,,,,,2,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0230,002887_绿茵生态_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0231,603399_永杉锂业_2025_可持续发展报告,e_environmental_penalty,环境处罚,E,boolean,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0232,300459_汤姆猫_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0233,688515_裕太微_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0234,603683_晶华新材_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0235,603577_汇金通_2025_ESG报告,e_carbon_management,碳排放管理措施,E,boolean,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0236,600456_宝钛股份_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0237,300212_易华录_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0238,600630_龙头股份_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0239,301588_美新科技_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0240,688690_纳微科技_2025_ESG报告,e_carbon_management,碳排放管理措施,E,boolean,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0241,002326_永太科技_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0242,000598_兴蓉环境_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0243,600684_珠江股份_2025_ESG暨社会责任报告,e_environmental_penalty,环境处罚,E,boolean,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0244,603373_安邦护卫_2025_ESG暨社会责任报告,e_green_product,绿色产品与服务,E,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0245,01950_帝王实业控股_2026_ESG报告,e_green_product,绿色产品与服务,E,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0246,600684_珠江股份_2025_ESG暨社会责任报告,e_green_product,绿色产品与服务,E,qualitative,missing,,,,,,,,1,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0247,688560_明冠新材_2025_ESG报告,e_green_product,绿色产品与服务,E,qualitative,missing,,,,,,,,1,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
